# TSLA DEMO DATA — synthetic random walk, NOT real market data
date,open,high,low,close,volume
2024-11-07,222.38,227.25,198.07,203.22,26198652
2024-11-08,203.22,205.44,193.24,195.66,34898350
2024-11-11,195.66,201.94,193.82,194.61,33726553
2024-11-12,194.61,195.53,189.29,190.46,93402093
2024-11-13,190.46,194.99,185.65,192.07,66725905
2024-11-14,192.07,195.43,187.81,194.77,35137794
2024-11-15,194.77,199.34,191.46,191.77,46810557
2024-11-18,191.77,202.56,187.41,199.91,50723387
2024-11-19,199.91,204.14,194.05,199.43,31577720
2024-11-20,199.43,208.02,199.31,199.94,66026446
2024-11-21,199.94,206.12,193.16,194.49,57744948
2024-11-22,194.49,207.29,193.50,205.82,48909785
2024-11-25,205.82,212.99,197.43,209.02,58142753
2024-11-26,209.02,222.40,206.44,218.12,49935530
2024-11-27,218.12,225.89,212.35,214.47,107824619
2024-11-28,214.47,227.69,213.31,222.14,71495978
2024-11-29,222.14,222.17,208.03,209.03,42994808
2024-12-02,209.03,214.34,208.44,209.33,36325675
2024-12-03,209.33,219.30,204.40,215.14,38331015
2024-12-04,215.14,217.29,213.94,214.36,41791060
2024-12-05,214.36,214.90,206.04,210.26,72046961
2024-12-06,210.26,212.75,204.82,205.29,47399953
2024-12-09,205.29,206.11,200.54,201.28,63384060
2024-12-10,201.28,208.36,197.88,197.91,59941624
2024-12-11,197.91,204.31,197.29,201.10,45672603
2024-12-12,201.10,203.83,195.97,201.52,46174822
2024-12-13,201.52,214.27,199.75,210.60,57760646
2024-12-16,210.60,217.48,208.73,209.35,80125776
2024-12-17,209.35,216.45,202.66,206.16,97335228
2024-12-18,206.16,213.40,204.38,211.57,50380497
2024-12-19,211.57,219.59,192.28,199.81,51933212
2024-12-20,199.81,214.32,199.44,214.02,43070629
2024-12-23,214.02,214.81,195.37,200.39,59680012
2024-12-24,200.39,214.60,194.92,206.10,48646305
2024-12-25,206.10,209.86,205.20,207.05,43943874
2024-12-26,207.05,207.58,200.96,202.30,30419800
2024-12-27,202.30,216.36,198.91,210.01,58837452
2024-12-30,210.01,215.53,206.41,208.95,51823843
2024-12-31,208.95,208.96,192.93,196.99,65370429
2025-01-01,196.99,202.50,193.28,197.21,35813737
2025-01-02,197.21,197.29,180.87,183.80,65364790
2025-01-03,183.80,185.01,181.69,183.27,89195297
2025-01-06,183.27,184.44,179.02,181.00,84306525
2025-01-07,181.00,186.85,170.46,174.93,47768251
2025-01-08,174.93,191.50,174.77,185.29,74268777
2025-01-09,185.29,210.96,185.00,207.60,46243782
2025-01-10,207.60,223.51,201.58,215.42,62452575
2025-01-13,215.42,217.46,205.13,208.30,50891221
2025-01-14,208.30,215.67,207.68,211.33,99771646
2025-01-15,211.33,212.42,207.91,208.64,68819089
2025-01-16,208.64,216.37,200.56,203.29,24358504
2025-01-17,203.29,208.33,200.43,204.52,30814212
2025-01-20,204.52,207.46,200.34,201.67,68932165
2025-01-21,201.67,203.99,196.61,199.30,42722806
2025-01-22,199.30,201.98,199.25,201.00,46152466
2025-01-23,201.00,205.60,191.88,199.24,80577853
2025-01-24,199.24,201.20,188.74,189.10,69228507
2025-01-27,189.10,201.69,186.37,197.99,72705643
2025-01-28,197.99,198.12,181.99,186.05,35769420
2025-01-29,186.05,201.01,184.77,199.38,42774875
2025-01-30,199.38,199.40,193.78,195.21,52827594
2025-01-31,195.21,197.87,194.81,196.58,106232787
2025-02-03,196.58,212.85,193.70,205.96,83302787
2025-02-04,205.96,207.35,199.02,203.16,66777875
2025-02-05,203.16,207.18,194.16,200.32,61114166
2025-02-06,200.32,209.33,195.43,207.43,33710916
2025-02-07,207.43,216.24,206.55,213.12,75405188
2025-02-10,213.12,215.95,199.86,204.65,76474110
2025-02-11,204.65,213.25,200.44,209.61,82627813
2025-02-12,209.61,212.89,208.18,211.99,47204448
2025-02-13,211.99,219.20,208.47,216.52,21689469
2025-02-14,216.52,228.93,215.29,225.99,36356637
2025-02-17,225.99,235.66,221.00,221.93,90072890
2025-02-18,221.93,236.43,219.70,230.78,19060939
2025-02-19,230.78,237.63,220.43,228.80,38088207
2025-02-20,228.80,239.06,226.93,231.55,90279194
2025-02-21,231.55,232.03,223.28,228.08,53099562
2025-02-24,228.08,238.07,224.52,234.22,61612013
2025-02-25,234.22,234.72,224.82,227.75,64804715
2025-02-26,227.75,234.98,226.40,234.79,61477254
2025-02-27,234.79,247.10,227.59,238.60,57744156
2025-02-28,238.60,244.48,224.26,233.79,60803896
2025-03-03,233.79,234.35,211.59,214.86,68361386
2025-03-04,214.86,216.92,202.89,204.04,67373022
2025-03-05,204.04,211.44,185.48,187.56,64225149
2025-03-06,187.56,198.15,186.48,197.63,102923106
2025-03-07,197.63,201.57,189.41,191.37,82981051
2025-03-10,191.37,191.50,181.14,188.31,70434563
2025-03-11,188.31,198.14,178.70,196.49,60163298
2025-03-12,196.49,197.61,180.93,186.72,70206159
2025-03-13,186.72,186.96,177.27,177.74,52779835
2025-03-14,177.74,180.89,171.57,174.00,14576380
2025-03-17,174.00,177.75,161.95,163.98,55843948
2025-03-18,163.98,165.04,155.06,156.81,53683458
2025-03-19,156.81,161.39,155.58,160.11,47215247
2025-03-20,160.11,161.77,153.82,158.40,34446246
2025-03-21,158.40,162.46,154.63,160.01,39001657
2025-03-24,160.01,162.53,154.32,154.86,75543666
2025-03-25,154.86,157.66,142.84,143.85,62859583
2025-03-26,143.85,145.26,142.61,144.88,64625052
2025-03-27,144.88,146.99,140.30,146.41,63177762
2025-03-28,146.41,146.74,139.07,142.34,96176944
2025-03-31,142.34,143.31,138.73,140.28,96253097
2025-04-01,140.28,142.55,137.63,140.92,61450363
2025-04-02,140.92,142.64,139.64,142.14,67445335
2025-04-03,142.14,148.47,138.44,145.79,56618796
2025-04-04,145.79,164.40,144.88,158.16,84356420
2025-04-07,158.16,159.32,150.31,152.51,33280666
2025-04-08,152.51,156.07,146.30,149.08,25166359
2025-04-09,149.08,152.71,144.46,147.88,90655039
2025-04-10,147.88,154.62,145.31,152.55,80936296
2025-04-11,152.55,155.52,145.61,147.63,49320774
2025-04-14,147.63,153.82,143.03,151.83,43823794
2025-04-15,151.83,155.96,145.64,146.49,64586746
2025-04-16,146.49,147.32,141.61,144.59,57407641
2025-04-17,144.59,152.76,141.37,152.56,50713663
2025-04-18,152.56,154.95,149.06,151.41,82153213
2025-04-21,151.41,154.02,149.84,151.46,69043730
2025-04-22,151.46,157.14,149.96,150.71,51778632
2025-04-23,150.71,156.90,142.20,142.47,27126011
2025-04-24,142.47,143.16,136.12,137.80,69558201
2025-04-25,137.80,147.37,135.90,144.00,59498964
2025-04-28,144.00,150.43,139.97,143.09,66512600
2025-04-29,143.09,146.99,131.43,134.74,56096505
2025-04-30,134.74,137.50,123.60,127.66,78680518
2025-05-01,127.66,133.75,123.65,131.47,55957355
2025-05-02,131.47,131.82,128.32,131.16,40482447
2025-05-05,131.16,131.46,122.09,123.02,27218015
2025-05-06,123.02,123.52,118.04,118.18,19462124
2025-05-07,118.18,121.57,116.47,121.44,51725635
2025-05-08,121.44,124.52,119.49,123.35,78355843
2025-05-09,123.35,130.10,121.15,126.60,40097204
2025-05-12,126.60,129.25,123.25,123.98,78243482
2025-05-13,123.98,126.26,119.54,122.84,74329371
2025-05-14,122.84,128.68,119.18,127.26,39336869
2025-05-15,127.26,132.75,125.45,130.96,37138746
2025-05-16,130.96,135.69,126.87,134.98,41856672
2025-05-19,134.98,135.18,126.41,129.52,77446259
2025-05-20,129.52,131.03,121.99,122.32,33629436
2025-05-21,122.32,127.63,119.44,122.47,97825421
2025-05-22,122.47,125.85,118.16,120.81,83781063
2025-05-23,120.81,122.39,115.75,118.61,75474919
2025-05-26,118.61,122.37,118.47,119.90,73364094
2025-05-27,119.90,120.72,115.98,117.91,59943012
2025-05-28,117.91,119.62,113.61,119.48,35524906
2025-05-29,119.48,124.33,111.21,114.73,83475066
2025-05-30,114.73,115.27,110.16,113.16,62171480
2025-06-02,113.16,116.80,111.59,116.15,85471715
2025-06-03,116.15,116.54,111.16,112.61,46717717
2025-06-04,112.61,113.17,108.19,113.14,50594691
2025-06-05,113.14,114.58,102.34,108.80,61563475
2025-06-06,108.80,110.35,104.70,106.24,71192355
2025-06-09,106.24,107.78,102.33,105.76,23020671
2025-06-10,105.76,114.37,105.65,112.88,83318102
2025-06-11,112.88,119.20,112.85,116.27,47427738
2025-06-12,116.27,128.93,115.68,127.57,60569457
2025-06-13,127.57,130.71,123.91,126.18,42278803
2025-06-16,126.18,131.97,123.52,129.65,63821359
2025-06-17,129.65,135.51,127.31,133.95,67863454
2025-06-18,133.95,136.77,131.70,132.85,41755194
2025-06-19,132.85,132.86,122.91,125.61,50930704
2025-06-20,125.61,129.66,122.26,128.70,92528377
2025-06-23,128.70,131.68,122.33,123.14,10060965
2025-06-24,123.14,130.80,121.97,129.61,70314607
2025-06-25,129.61,133.40,126.58,126.65,62365419
2025-06-26,126.65,127.69,125.33,125.57,93873178
2025-06-27,125.57,129.54,115.97,117.34,77614511
2025-06-30,117.34,127.44,117.21,123.62,42302354
2025-07-01,123.62,125.70,120.05,123.24,32073751
2025-07-02,123.24,127.11,119.26,126.29,33816217
2025-07-03,126.29,126.43,120.96,125.30,50410547
2025-07-04,125.30,128.11,122.04,124.09,67542620
2025-07-07,124.09,125.35,122.48,124.69,84280799
2025-07-08,124.69,127.73,120.19,121.29,54590438
2025-07-09,121.29,122.18,118.55,119.73,42821520
2025-07-10,119.73,120.12,110.71,112.51,27980991
2025-07-11,112.51,113.02,109.02,111.53,74434628
2025-07-14,111.53,114.41,109.42,113.67,52609057
2025-07-15,113.67,116.50,111.88,114.31,61624269
2025-07-16,114.31,116.42,109.46,109.93,44939543
2025-07-17,109.93,114.44,106.25,113.64,51389697
2025-07-18,113.64,121.99,112.03,119.09,54658381
2025-07-21,119.09,126.01,117.67,120.32,49793407
2025-07-22,120.32,121.12,117.16,119.49,64555189
2025-07-23,119.49,124.50,117.60,123.49,84909454
2025-07-24,123.49,126.26,120.07,121.29,29739252
2025-07-25,121.29,127.06,120.73,121.22,60696079
2025-07-28,121.22,122.03,110.37,111.63,63717740
2025-07-29,111.63,112.90,110.84,111.25,27329983
2025-07-30,111.25,114.27,104.42,104.79,77393105
2025-07-31,104.79,112.72,102.79,109.28,72805108
2025-08-01,109.28,118.05,109.23,115.33,79055640
2025-08-04,115.33,116.47,113.48,115.87,55967871
2025-08-05,115.87,116.91,110.32,111.10,65858044
2025-08-06,111.10,111.30,107.15,108.91,37306672
2025-08-07,108.91,110.92,106.61,110.07,56795813
2025-08-08,110.07,113.82,108.94,110.47,32089654
2025-08-11,110.47,110.95,106.76,109.02,60632519
2025-08-12,109.02,112.26,103.32,106.82,72798751
2025-08-13,106.82,110.90,98.58,99.12,37184306
2025-08-14,99.12,99.85,91.39,92.25,53368853
2025-08-15,92.25,93.68,89.81,93.36,79838204
2025-08-18,93.36,94.61,89.31,90.04,92937464
2025-08-19,90.04,90.72,87.23,89.50,105742697
2025-08-20,89.50,92.33,87.14,87.45,86001310
2025-08-21,87.45,88.12,85.61,87.29,48919651
2025-08-22,87.29,96.16,83.48,94.10,71611206
2025-08-25,94.10,107.52,93.14,105.13,80753555
2025-08-26,105.13,107.56,95.04,96.42,68230471
2025-08-27,96.42,98.90,91.41,92.74,60186195
2025-08-28,92.74,102.60,90.49,99.72,68142397
2025-08-29,99.72,102.28,98.99,101.85,55492694
2025-09-01,101.85,107.51,97.25,105.72,66778996
2025-09-02,105.72,108.01,101.77,103.24,84007814
2025-09-03,103.24,112.30,102.01,110.61,44638893
2025-09-04,110.61,111.58,109.77,110.74,93781684
2025-09-05,110.74,111.55,108.13,109.00,27731267
2025-09-08,109.00,111.05,100.21,100.68,36017863
2025-09-09,100.68,109.22,97.43,107.24,44260367
2025-09-10,107.24,110.21,99.36,102.45,43401959
2025-09-11,102.45,105.45,100.76,103.29,74299542
2025-09-12,103.29,110.48,101.51,108.38,37980495
2025-09-15,108.38,110.41,100.83,101.81,99018200
2025-09-16,101.81,103.08,97.27,98.25,76132478
2025-09-17,98.25,106.30,97.56,103.44,52904077
2025-09-18,103.44,104.18,100.60,101.52,81667506
2025-09-19,101.52,109.24,99.61,107.17,43750201
2025-09-22,107.17,115.15,106.32,114.24,68258075
2025-09-23,114.24,119.14,112.13,118.48,49013332
2025-09-24,118.48,127.91,115.19,127.82,60254507
2025-09-25,127.82,131.88,113.47,117.71,31035152
2025-09-26,117.71,125.05,116.74,124.16,61138200
2025-09-29,124.16,126.42,120.02,125.29,17525731
2025-09-30,125.29,126.51,117.48,117.96,35886902
2025-10-01,117.96,118.29,111.24,115.35,50618168
2025-10-02,115.35,121.59,111.65,111.73,29107535
2025-10-03,111.73,118.91,110.20,116.80,81675541
2025-10-06,116.80,117.03,116.40,116.45,58139621
2025-10-07,116.45,119.60,114.88,118.50,59587832
2025-10-08,118.50,120.69,109.60,110.12,36834879
2025-10-09,110.12,111.18,108.01,108.88,58922386
2025-10-10,108.88,108.95,104.36,105.97,46663388
2025-10-13,105.97,108.31,101.53,102.81,49238049
2025-10-14,102.81,104.85,101.01,104.00,46484123
2025-10-15,104.00,110.39,102.26,108.62,40305515
2025-10-16,108.62,112.01,107.93,109.35,60096430
2025-10-17,109.35,109.38,105.43,107.72,59824181
2025-10-20,107.72,107.79,103.61,105.15,37479546
2025-10-21,105.15,106.40,103.97,106.29,74294320
2025-10-22,106.29,106.37,105.12,105.61,73183985
2025-10-23,105.61,107.79,99.73,100.21,73557801
2025-10-24,100.21,103.68,98.83,103.16,49779091
2025-10-27,103.16,108.26,101.68,105.47,44852403
2025-10-28,105.47,107.60,99.69,101.24,47574065
2025-10-29,101.24,103.92,97.24,97.54,73254591
2025-10-30,97.54,101.07,96.29,98.32,74379963
2025-10-31,98.32,102.09,96.96,97.99,45266509
2025-11-03,97.99,98.36,97.21,98.23,76924666
2025-11-04,98.23,98.45,94.72,96.43,46827695
2025-11-05,96.43,96.98,93.26,94.72,64542620
2025-11-06,94.72,95.46,93.82,94.90,78307430
2025-11-07,94.90,96.83,91.16,95.80,38146042
2025-11-10,95.80,98.96,94.83,97.41,57277728
2025-11-11,97.41,98.64,97.17,97.29,40819602
2025-11-12,97.29,98.60,96.58,97.89,66946815
2025-11-13,97.89,100.84,93.47,96.26,77762793
2025-11-14,96.26,101.10,92.87,99.58,68612102
2025-11-17,99.58,99.75,94.87,95.71,32569905
2025-11-18,95.71,98.22,95.11,95.23,88786547
2025-11-19,95.23,107.41,95.07,106.63,64517438
2025-11-20,106.63,109.27,106.09,107.51,90494401
2025-11-21,107.51,113.58,98.28,98.93,43107680
2025-11-24,98.93,99.98,96.71,99.73,110614373
2025-11-25,99.73,107.08,98.14,104.31,72402206
2025-11-26,104.31,104.69,97.68,97.69,86530031
2025-11-27,97.69,99.68,96.79,98.00,56849771
2025-11-28,98.00,101.48,97.89,100.14,49774632
2025-12-01,100.14,104.08,96.90,103.09,46890752
2025-12-02,103.09,106.20,101.57,103.66,25262885
2025-12-03,103.66,107.74,97.30,97.75,79937384
2025-12-04,97.75,98.65,90.72,91.46,55984122
2025-12-05,91.46,95.45,89.85,94.83,61821706
2025-12-08,94.83,101.01,94.56,100.33,71604923
2025-12-09,100.33,104.07,98.61,99.82,87282331
2025-12-10,99.82,104.35,96.97,102.52,46682244
2025-12-11,102.52,104.07,98.21,100.08,83659177
2025-12-12,100.08,104.51,95.85,102.89,77729961
2025-12-15,102.89,116.01,102.49,113.76,56615229
2025-12-16,113.76,120.71,113.20,118.55,78469589
2025-12-17,118.55,120.78,116.48,118.39,91531803
2025-12-18,118.39,121.05,110.89,115.03,91257021
2025-12-19,115.03,119.09,113.70,118.78,59410686
2025-12-22,118.78,120.68,111.17,117.21,41895033
2025-12-23,117.21,120.06,114.45,117.36,71037419
2025-12-24,117.36,120.74,110.80,111.30,21029438
2025-12-25,111.30,116.92,110.96,116.32,36973479
2025-12-26,116.32,116.47,110.81,110.99,96282546
2025-12-29,110.99,122.18,109.86,121.09,77479282
2025-12-30,121.09,121.44,118.20,119.24,51283370
2025-12-31,119.24,120.88,115.50,116.89,44877365
2026-01-01,116.89,125.48,114.03,122.63,66583250
2026-01-02,122.63,123.46,116.88,119.84,61663260
2026-01-05,119.84,120.35,118.60,118.74,80857392
2026-01-06,118.74,129.24,116.94,126.01,87506661
2026-01-07,126.01,127.37,121.92,123.16,76864793
2026-01-08,123.16,123.31,119.12,119.61,75025444
2026-01-09,119.61,122.48,119.14,121.39,71728457
2026-01-12,121.39,125.36,109.75,112.13,78309882
2026-01-13,112.13,113.52,110.88,112.56,45999373
2026-01-14,112.56,114.61,108.68,112.38,48300130
2026-01-15,112.38,114.18,108.98,110.80,57284415
2026-01-16,110.80,112.50,103.27,106.45,68134449
2026-01-19,106.45,110.21,102.58,106.90,52780435
2026-01-20,106.90,120.92,106.86,116.68,50044456
2026-01-21,116.68,120.69,116.40,118.30,74317115
2026-01-22,118.30,124.84,115.09,123.70,37042592
2026-01-23,123.70,125.15,119.55,122.67,37661446
2026-01-26,122.67,124.16,116.41,120.38,74160614
2026-01-27,120.38,132.52,119.68,131.03,83658336
2026-01-28,131.03,131.43,122.38,124.54,36649379
2026-01-29,124.54,125.72,120.94,123.41,22973464
2026-01-30,123.41,130.47,121.71,124.70,85239820
2026-02-02,124.70,132.97,124.59,130.54,46001296
2026-02-03,130.54,135.10,126.23,133.64,75701522
2026-02-04,133.64,136.41,132.81,133.98,71444572
2026-02-05,133.98,143.12,132.27,141.79,59836579
2026-02-06,141.79,149.34,139.35,146.99,44875109
