# MSFT DEMO DATA — synthetic random walk, NOT real market data
date,open,high,low,close,volume
2024-11-19,392.96,393.30,387.81,390.05,57320569
2024-11-20,390.05,392.18,385.53,386.44,44057563
2024-11-21,386.44,387.08,379.11,383.39,70913013
2024-11-22,383.39,386.08,381.16,381.30,74337276
2024-11-25,381.30,390.91,379.76,389.91,85328642
2024-11-26,389.91,398.06,382.49,393.99,86958643
2024-11-27,393.99,395.62,393.39,394.29,34551295
2024-11-28,394.29,418.18,392.44,411.76,57750747
2024-11-29,411.76,416.12,400.19,404.11,31106020
2024-12-02,404.11,412.92,400.80,411.87,74373703
2024-12-03,411.87,415.11,411.24,413.92,64892395
2024-12-04,413.92,414.61,410.13,412.87,93573052
2024-12-05,412.87,413.55,402.15,404.19,75082351
2024-12-06,404.19,410.83,402.54,409.15,34825948
2024-12-09,409.15,410.83,399.46,403.02,57585070
2024-12-10,403.02,412.72,399.87,408.39,69218404
2024-12-11,408.39,412.52,403.32,407.55,58407361
2024-12-12,407.55,411.93,399.13,400.58,50586560
2024-12-13,400.58,401.82,385.11,388.90,29780405
2024-12-16,388.90,389.95,388.46,388.55,53493447
2024-12-17,388.55,388.63,372.01,372.69,58978961
2024-12-18,372.69,373.34,367.72,372.72,116496142
2024-12-19,372.72,384.31,370.81,382.01,66593133
2024-12-20,382.01,388.08,381.36,387.34,47955285
2024-12-23,387.34,387.98,380.07,380.30,82111034
2024-12-24,380.30,386.11,379.96,383.66,93332860
2024-12-25,383.66,393.20,381.67,392.60,58279851
2024-12-26,392.60,394.94,387.22,389.13,68538322
2024-12-27,389.13,393.00,383.25,384.14,70700128
2024-12-30,384.14,384.90,370.79,373.66,67129106
2024-12-31,373.66,379.32,363.48,364.86,57342814
2025-01-01,364.86,367.18,362.15,365.35,86356297
2025-01-02,365.35,375.81,365.22,371.83,65570942
2025-01-03,371.83,379.93,371.28,378.10,40977531
2025-01-06,378.10,391.51,375.57,386.85,33406293
2025-01-07,386.85,388.19,385.03,387.64,83977991
2025-01-08,387.64,392.02,383.21,389.79,53841489
2025-01-09,389.79,408.84,389.67,403.77,55562314
2025-01-10,403.77,407.37,399.28,406.36,32570947
2025-01-13,406.36,413.54,404.75,412.83,63416688
2025-01-14,412.83,420.51,408.21,416.17,78910520
2025-01-15,416.17,416.27,413.36,414.29,45303632
2025-01-16,414.29,424.26,412.02,419.90,56936076
2025-01-17,419.90,430.05,419.08,423.68,99640970
2025-01-20,423.68,427.61,415.99,417.49,73859993
2025-01-21,417.49,424.22,412.79,424.02,67353454
2025-01-22,424.02,434.28,422.63,428.64,46060669
2025-01-23,428.64,430.64,424.90,429.14,77888217
2025-01-24,429.14,434.51,425.14,432.80,33725238
2025-01-27,432.80,436.09,431.17,434.71,29466044
2025-01-28,434.71,442.05,431.97,439.09,74805540
2025-01-29,439.09,446.27,437.14,445.78,109330667
2025-01-30,445.78,459.17,441.72,457.28,86572476
2025-01-31,457.28,466.36,456.75,463.47,62814664
2025-02-03,463.47,466.97,454.93,458.47,95490947
2025-02-04,458.47,459.98,443.46,445.97,63108391
2025-02-05,445.97,448.50,436.26,439.57,57617073
2025-02-06,439.57,443.61,431.54,432.15,84697171
2025-02-07,432.15,433.67,430.68,432.40,60825285
2025-02-10,432.40,442.20,428.78,440.99,62019649
2025-02-11,440.99,446.63,433.97,437.29,82416180
2025-02-12,437.29,438.86,433.42,435.33,64343180
2025-02-13,435.33,436.78,421.26,421.92,56337730
2025-02-14,421.92,426.69,411.29,415.63,60907133
2025-02-17,415.63,420.20,408.93,411.72,65060705
2025-02-18,411.72,414.88,404.35,408.20,44630282
2025-02-19,408.20,414.48,407.38,412.16,60697401
2025-02-20,412.16,415.69,404.63,407.34,75724708
2025-02-21,407.34,421.55,405.92,417.13,78298116
2025-02-24,417.13,419.76,415.75,418.71,41877216
2025-02-25,418.71,438.64,417.70,435.76,52832847
2025-02-26,435.76,439.28,430.28,434.95,41368082
2025-02-27,434.95,442.85,430.71,441.31,27186670
2025-02-28,441.31,456.79,440.67,455.85,100847386
2025-03-03,455.85,462.30,452.47,459.55,32349425
2025-03-04,459.55,465.64,446.37,448.92,69261421
2025-03-05,448.92,449.09,436.58,444.06,43579578
2025-03-06,444.06,444.72,430.13,436.17,29775254
2025-03-07,436.17,438.33,432.96,434.10,75937937
2025-03-10,434.10,438.22,433.47,438.15,34273171
2025-03-11,438.15,443.36,432.27,442.44,55649510
2025-03-12,442.44,444.47,436.76,441.58,69619755
2025-03-13,441.58,451.28,428.77,429.78,69548573
2025-03-14,429.78,432.86,424.27,425.31,36805154
2025-03-17,425.31,432.59,423.17,428.83,41933345
2025-03-18,428.83,440.06,427.84,436.23,59455809
2025-03-19,436.23,439.02,425.94,429.49,56533133
2025-03-20,429.49,433.12,429.15,431.58,58621095
2025-03-21,431.58,432.15,424.53,430.59,55579479
2025-03-24,430.59,448.69,428.14,446.41,53292242
2025-03-25,446.41,452.61,443.06,447.92,80673001
2025-03-26,447.92,453.15,445.19,448.86,69261309
2025-03-27,448.86,454.23,448.06,449.14,63475586
2025-03-28,449.14,470.96,447.10,467.70,63354374
2025-03-31,467.70,471.31,465.69,470.04,56880198
2025-04-01,470.04,477.40,469.84,476.98,31043172
2025-04-02,476.98,479.81,473.40,478.75,71972974
2025-04-03,478.75,502.32,478.00,500.60,23357035
2025-04-04,500.60,503.86,496.59,503.42,65292102
2025-04-07,503.42,508.06,492.84,498.88,58494146
2025-04-08,498.88,508.29,497.11,503.09,62393875
2025-04-09,503.09,504.32,490.13,494.02,47080161
2025-04-10,494.02,496.12,490.56,490.91,70949947
2025-04-11,490.91,494.43,487.82,489.53,93398597
2025-04-14,489.53,492.05,484.25,489.35,68859347
2025-04-15,489.35,490.13,472.38,481.52,72027087
2025-04-16,481.52,484.04,480.69,483.05,62502272
2025-04-17,483.05,485.24,477.90,482.14,66078777
2025-04-18,482.14,486.80,481.87,486.51,70957332
2025-04-21,486.51,490.95,476.30,476.95,28076165
2025-04-22,476.95,490.65,476.47,485.26,76855325
2025-04-23,485.26,490.51,478.82,488.59,41404223
2025-04-24,488.59,489.02,482.66,483.66,64160947
2025-04-25,483.66,486.57,483.07,484.92,45580099
2025-04-28,484.92,490.34,481.13,486.90,67336818
2025-04-29,486.90,497.54,480.87,493.70,82838122
2025-04-30,493.70,499.00,493.63,497.34,43453803
2025-05-01,497.34,500.68,490.58,495.86,42420435
2025-05-02,495.86,496.46,485.60,492.12,30209532
2025-05-05,492.12,497.20,491.66,495.15,83147415
2025-05-06,495.15,509.62,487.19,506.35,42847947
2025-05-07,506.35,517.85,505.85,515.21,39980484
2025-05-08,515.21,526.14,511.59,523.78,77835337
2025-05-09,523.78,527.06,507.04,512.64,65564896
2025-05-12,512.64,521.37,508.16,514.57,60516031
2025-05-13,514.57,522.50,512.27,521.82,52126896
2025-05-14,521.82,532.17,519.94,529.13,66714727
2025-05-15,529.13,543.99,527.04,536.14,36507179
2025-05-16,536.14,541.16,535.20,538.34,50358475
2025-05-19,538.34,540.43,527.29,531.66,23847378
2025-05-20,531.66,540.00,528.06,538.15,24710003
2025-05-21,538.15,539.77,528.66,528.88,49735336
2025-05-22,528.88,530.05,524.72,529.21,69068265
2025-05-23,529.21,529.92,519.99,526.51,40965143
2025-05-26,526.51,528.70,515.51,522.00,60201030
2025-05-27,522.00,523.78,495.70,504.41,56078679
2025-05-28,504.41,504.46,501.32,503.41,27783968
2025-05-29,503.41,508.41,501.08,506.70,92815064
2025-05-30,506.70,510.55,494.65,498.06,54221692
2025-06-02,498.06,506.34,496.99,502.53,65601058
2025-06-03,502.53,525.21,501.11,524.43,46932072
2025-06-04,524.43,531.77,514.54,523.24,72412236
2025-06-05,523.24,527.61,513.52,516.87,51227154
2025-06-06,516.87,533.12,514.44,520.97,69366920
2025-06-09,520.97,529.77,517.34,523.62,66559960
2025-06-10,523.62,532.60,522.18,532.19,70248300
2025-06-11,532.19,537.70,530.40,533.29,71106896
2025-06-12,533.29,539.27,526.44,536.75,95991942
2025-06-13,536.75,547.06,527.63,532.52,47940663
2025-06-16,532.52,538.78,532.50,538.24,39117884
2025-06-17,538.24,546.28,529.69,530.99,81770065
2025-06-18,530.99,532.64,521.80,524.89,64995610
2025-06-19,524.89,529.72,512.02,518.60,23606195
2025-06-20,518.60,519.50,514.61,517.50,46252093
2025-06-23,517.50,532.63,512.23,529.67,32728442
2025-06-24,529.67,534.34,527.27,533.44,48703332
2025-06-25,533.44,540.69,529.63,532.96,72760728
2025-06-26,532.96,534.61,520.56,523.94,84987591
2025-06-27,523.94,527.44,518.57,520.75,59531211
2025-06-30,520.75,525.71,518.31,520.06,34013868
2025-07-01,520.06,522.30,503.00,503.90,61148353
2025-07-02,503.90,507.49,499.36,499.63,68169284
2025-07-03,499.63,503.11,491.82,494.40,78448568
2025-07-04,494.40,497.65,490.92,492.58,55172783
2025-07-07,492.58,492.68,484.98,492.44,68910348
2025-07-08,492.44,502.87,488.55,501.24,62620911
2025-07-09,501.24,507.74,480.19,487.89,23644477
2025-07-10,487.89,489.35,486.03,487.13,51594459
2025-07-11,487.13,490.42,482.48,486.39,68762300
2025-07-14,486.39,488.72,476.75,479.45,26482741
2025-07-15,479.45,481.22,470.45,471.61,99018770
2025-07-16,471.61,473.99,469.32,472.72,75900665
2025-07-17,472.72,478.02,467.69,475.83,61982309
2025-07-18,475.83,480.12,472.08,473.21,61026983
2025-07-21,473.21,477.39,470.64,475.79,50257370
2025-07-22,475.79,477.87,472.40,474.56,47270205
2025-07-23,474.56,475.14,459.88,465.53,69069832
2025-07-24,465.53,480.94,459.87,477.86,56254922
2025-07-25,477.86,479.56,471.96,473.73,48857890
2025-07-28,473.73,476.02,470.45,474.17,79125074
2025-07-29,474.17,477.78,468.09,470.78,52390236
2025-07-30,470.78,472.86,457.29,460.90,39949491
2025-07-31,460.90,472.07,457.56,471.12,59346044
2025-08-01,471.12,474.76,459.24,463.18,55571516
2025-08-04,463.18,470.41,459.54,467.94,67940334
2025-08-05,467.94,468.79,459.30,459.81,33187831
2025-08-06,459.81,467.52,458.20,467.14,45926926
2025-08-07,467.14,468.49,462.63,464.90,30617244
2025-08-08,464.90,466.68,459.84,466.32,89527598
2025-08-11,466.32,468.78,460.28,461.00,51501157
2025-08-12,461.00,466.91,459.20,466.26,42935806
2025-08-13,466.26,477.24,465.79,472.37,64935706
2025-08-14,472.37,488.07,464.26,481.11,92553308
2025-08-15,481.11,484.96,466.27,468.39,89156074
2025-08-18,468.39,475.51,461.40,468.80,66816593
2025-08-19,468.80,476.06,467.88,475.01,42552708
2025-08-20,475.01,477.03,467.14,467.65,72492240
2025-08-21,467.65,470.15,453.11,457.52,52666074
2025-08-22,457.52,459.14,447.79,448.73,68444626
2025-08-25,448.73,449.81,438.57,443.44,66015038
2025-08-26,443.44,447.09,438.30,445.90,100737157
2025-08-27,445.90,453.24,444.94,450.60,76428432
2025-08-28,450.60,457.87,446.06,455.34,87915173
2025-08-29,455.34,462.81,448.82,450.18,63987198
2025-09-01,450.18,450.97,443.07,443.45,62504368
2025-09-02,443.45,445.52,434.89,436.26,84264195
2025-09-03,436.26,441.55,435.16,440.26,77508771
2025-09-04,440.26,442.89,436.06,436.92,45416953
2025-09-05,436.92,447.49,433.86,443.21,78608569
2025-09-08,443.21,445.85,442.83,443.37,63339502
2025-09-09,443.37,448.83,433.28,439.04,89091132
2025-09-10,439.04,440.47,436.07,439.08,79329893
2025-09-11,439.08,456.98,433.85,449.10,29225905
2025-09-12,449.10,457.04,448.29,453.70,26528153
2025-09-15,453.70,473.76,453.65,471.22,86661356
2025-09-16,471.22,471.61,444.15,448.02,83613743
2025-09-17,448.02,453.84,446.81,452.34,62815846
2025-09-18,452.34,453.27,435.86,447.27,59482444
2025-09-19,447.27,454.83,443.86,444.41,78149512
2025-09-22,444.41,445.13,434.88,443.54,21654935
2025-09-23,443.54,445.28,441.07,442.76,69175107
2025-09-24,442.76,445.75,438.14,438.53,89829100
2025-09-25,438.53,442.65,420.42,420.75,54631095
2025-09-26,420.75,427.03,420.37,426.19,78643458
2025-09-29,426.19,428.79,424.79,426.77,63146294
2025-09-30,426.77,427.88,409.24,418.33,100253818
2025-10-01,418.33,426.14,414.96,421.38,32870075
2025-10-02,421.38,421.87,411.86,415.29,43781706
2025-10-03,415.29,418.58,403.70,409.25,26222631
2025-10-06,409.25,410.05,394.49,399.31,74839175
2025-10-07,399.31,400.07,398.46,398.98,82136000
2025-10-08,398.98,408.83,397.65,405.82,68635131
2025-10-09,405.82,417.13,402.26,415.56,24608326
2025-10-10,415.56,419.62,414.21,416.68,65291165
2025-10-13,416.68,417.96,403.91,406.55,102091664
2025-10-14,406.55,407.37,404.77,406.48,49939291
2025-10-15,406.48,410.99,405.84,408.40,78840334
2025-10-16,408.40,408.84,399.78,400.71,58622187
2025-10-17,400.71,403.87,390.81,395.01,75840641
2025-10-20,395.01,399.56,385.40,389.91,98132523
2025-10-21,389.91,394.94,387.54,394.80,68110654
2025-10-22,394.80,399.13,388.41,388.50,35535277
2025-10-23,388.50,397.78,385.97,396.27,54503224
2025-10-24,396.27,397.19,394.58,396.02,65341901
2025-10-27,396.02,402.50,395.07,398.75,80067089
2025-10-28,398.75,398.79,394.01,396.39,29055325
2025-10-29,396.39,396.71,386.64,388.65,29601109
2025-10-30,388.65,391.14,384.85,389.82,58927183
2025-10-31,389.82,391.12,377.77,385.91,30892596
2025-11-03,385.91,386.41,377.70,381.81,80146102
2025-11-04,381.81,385.85,372.91,374.96,81073243
2025-11-05,374.96,380.26,374.93,380.19,32180056
2025-11-06,380.19,382.63,368.56,370.97,64181166
2025-11-07,370.97,372.99,370.20,372.83,54051846
2025-11-10,372.83,378.20,372.44,375.09,82297358
2025-11-11,375.09,381.54,363.59,370.47,37306325
2025-11-12,370.47,380.54,369.62,376.27,50531339
2025-11-13,376.27,377.03,367.67,370.30,82628927
2025-11-14,370.30,372.45,364.85,371.05,17646900
2025-11-17,371.05,373.09,369.51,369.60,66781871
2025-11-18,369.60,374.42,366.41,367.74,55594627
2025-11-19,367.74,373.55,366.72,368.82,49013635
2025-11-20,368.82,379.47,367.35,379.25,45902837
2025-11-21,379.25,380.49,377.98,380.05,10267064
2025-11-24,380.05,384.42,378.51,383.80,72855049
2025-11-25,383.80,385.11,377.37,379.37,87820530
2025-11-26,379.37,380.13,373.40,375.76,65402628
2025-11-27,375.76,378.87,371.82,375.54,77099707
2025-11-28,375.54,378.58,366.23,366.68,53883151
2025-12-01,366.68,372.12,366.02,370.78,38952582
2025-12-02,370.78,371.97,369.71,371.38,44863736
2025-12-03,371.38,378.80,366.76,374.24,88061855
2025-12-04,374.24,376.99,370.24,372.54,46478199
2025-12-05,372.54,373.28,367.94,371.75,68727841
2025-12-08,371.75,381.34,365.08,377.26,27738797
2025-12-09,377.26,378.02,369.55,375.62,63512213
2025-12-10,375.62,375.64,369.22,370.18,48152040
2025-12-11,370.18,374.82,363.43,363.87,34999158
2025-12-12,363.87,365.02,353.01,356.19,63766557
2025-12-15,356.19,356.97,346.32,348.59,61272727
2025-12-16,348.59,355.89,346.83,351.39,13024335
2025-12-17,351.39,360.83,347.66,355.68,76223016
2025-12-18,355.68,362.04,350.22,350.52,60306728
2025-12-19,350.52,354.19,349.96,352.29,62310875
2025-12-22,352.29,357.87,349.88,352.13,100283226
2025-12-23,352.13,355.12,350.78,351.99,76176815
2025-12-24,351.99,354.79,351.06,353.56,86668268
2025-12-25,353.56,353.64,345.47,345.79,54043871
2025-12-26,345.79,351.50,344.26,348.19,51022032
2025-12-29,348.19,351.17,337.01,338.57,29032904
2025-12-30,338.57,341.07,328.86,331.67,68023354
2025-12-31,331.67,332.06,329.93,331.99,41736763
2026-01-01,331.99,332.92,329.27,331.07,46953132
2026-01-02,331.07,331.20,328.01,331.11,44469430
2026-01-05,331.11,331.68,326.41,328.81,59648355
2026-01-06,328.81,331.05,322.83,330.65,70088620
2026-01-07,330.65,334.58,328.80,333.71,105381160
2026-01-08,333.71,345.90,332.87,344.00,46955558
2026-01-09,344.00,346.61,340.83,345.18,60856268
2026-01-12,345.18,345.47,339.63,340.78,101226358
2026-01-13,340.78,341.36,338.76,341.04,51250127
2026-01-14,341.04,347.20,340.27,346.08,73144217
2026-01-15,346.08,353.05,345.41,351.56,15682679
2026-01-16,351.56,353.75,344.31,347.31,78926256
2026-01-19,347.31,354.41,345.07,351.77,47986915
2026-01-20,351.77,357.28,348.72,355.09,53154621
2026-01-21,355.09,360.00,346.27,350.60,56279196
2026-01-22,350.60,352.16,342.19,343.52,19042074
2026-01-23,343.52,350.30,339.68,346.04,47626119
2026-01-26,346.04,350.86,343.13,343.16,74875955
2026-01-27,343.16,355.97,338.40,354.03,29743512
2026-01-28,354.03,363.78,349.85,361.55,16914141
2026-01-29,361.55,365.13,358.04,365.06,62194749
2026-01-30,365.06,366.05,357.27,361.16,81179240
2026-02-02,361.16,362.17,351.23,352.94,52737443
2026-02-03,352.94,356.82,347.48,353.87,65133743
2026-02-04,353.87,354.52,350.32,351.72,65999344
2026-02-05,351.72,363.87,350.48,358.60,58821595
2026-02-06,358.60,363.34,349.03,352.87,89622503
